,date,body,ngram
3138,2011-03-10,  자자금을 중심으로 신흥국에서 선진국으로의 포트폴리오 조정이 확대되는 모습  임 국내경기도 수출호조와 내수회복에 힘입어 상승흐름을 유지하고 있음 대내외,"수출/NNG;호조/NNG;내수/NNG;회복/NNG,회복/NNG;힘입/VV;상승/NNG"
3141,2011-03-10,  북아프리카 지역의 정정불안이 심화될 경우 유가 상승폭이 한층 확대되면서 경기  회복세에 큰 부담으로 작용할 수 있다는 우려도 확산되고 있음,"유가/NNG;상승/NNG,경기/NNG;회복/NNG,우려/NNG;확산/NNG"
3146,2011-03-10,"  물가오름세 확대는 정부의 노력에도 불구하고 농축수산물 및 석유류가격의 충격  이 한층 커진 데다 원가요인 및 수요압력이 공업제품가격 개인서비스요금 등에,  반영되고 있기 때문임 수요압력의 확대는 여러 지표를 통해 확인되고 있음 그간","물가/NNG;오름/NNG;확대/NNG,수요/NNG;압력/NNG;확대/NNG,가격/NNG;충격/NNG"
3149,2011-03-10,- 12 -  한편 이들 수급 양면에서의 상승압력 외에 보다 장기적인 관점에서 우려되는  부분은 인플레이션 기대심리 확산으로 인한 물가상승의 지속성임 높은 수준의,"인플레이션/NNG;기대/NNG;확산/NNG,물가/NNG;상승/NNG"
3150,2011-03-10,  기대인플레이션이 장기간 이어질 경우 임금인상과 물가상승의 악순환과정이 발생  할 수 있음 이 경우 앞으로 수요압력이 완화된다 하더라도 소비자물가가 상당기,"임금/NNG;인상/NNG;물가/NNG;상승/NNG,물가/NNG;상승/NNG;악순환/NNG,수요/NNG;압력/NNG;완화/NNG"
3152,2011-03-10,  이전에 비해 저소득가구의 후생을 더 크게 감소시킬 가능성에도 유의하여야 할  것임 물가상승이 식료품 주거 수도 광열 등 저소득층의 지출비중이 높은 품목에,물가/NNG;상승/NNG
3154,2011-03-10,현재 진행 중인 물가급등의 원인과 전망경로 등에 대한 분석결과 수요압력 확대  와 지속성 요인이 기저에 작용하고 있다는 점에서 통화정책을 통한 대응에 논의  가 집중되는 것은 자연스럽다고 하겠음 금리조정 외의 물가대응 수단인 정부의,"수요/NNG;압력/NNG;확대/NNG,물가/NNG;급등/NNG"
3155,2011-03-10,  미시적 조치나 환율정책은 정책의 비용효과 측면에서 효율성이 떨어진다고 보기  때문임 행정적 대책은 물가상승의 이연이나 평활화에는 일정부분 효과가 있는,물가/NNG;상승/NNG
3156,2011-03-10,  것으로 판단되나 장기적으로는 반작용이 수반될 가능성이 높은 데다 공공요금 억  제 등의 사례는 재정부담을 가중시킬 우려도 있다고 하겠음,재정/NNG;부담/NNG
3158,2011-03-10,  자금흐름의 역전으로 대규모 자금유출이 발생할 경우 외환시장의 불안으로 이어  질 수 있다는 점을 감안하지 않을 수 없음 한편 현 시점에서 기준금리를 인상하,"외환시장/NNG;불안/NNG,금리/NNG;인상/NNG"
3160,2011-03-10,  장률 전망치가 당초 수준을 유지하는 한편 성장경로에 있어서도 상방리스크가 우  세한 것으로 평가되고 있기 때문임,상방/NNG;위험/NNG
3161,2011-03-10,"일부 위원은 다음과 같은 점을 종합적으로 고려할 때 금융완화의 정도를 줄  여나가는 과정을 더 이상 늦출 수 없는 상황이라고 판단되며 따라서 이번 달에,  는 기준금리를 현 수준보다 포인트 높은 로 인상하는 것이 좋겠다는0",완화/NNG;줄/VV
3164,2011-03-10,최근의 국내외 경제여건을 하나씩 살펴보겠음 먼저 국내경기는 수출이 호조,수출/NNG;호조/NNG
3166,2011-03-10,세계경제의 회복세에 힘입어 금년 들어 일평균 수출액이 개월 연속 사상 최고치2  를 경신하는 등 수출이 활기를 지속하였으며 내수에서도 설비투자가 확대되고 소  비도 큰 폭으로 증가하였음 앞으로도 국내경기는 중동 및 북아프리카 지역의 정,"세계/NNG;경제/NNG;회복/NNG,설비/NNG;투자/NNG;확대/NNG"
3167,2011-03-10,"  정불안 국제원자재가격 상승 등 하방위험 요인들이 잠재해 있기는 하지만 고용,    - 13 -  임금 소비심리 등 내수여건 개선과 수출호조에 힘입어 상승기조를 이어갈 것으로  예상됨","국제/NNG;원자재/NNG;가격/NNG;상승/NNG,내수/NNG;여건/NNG;개선/NNG,개선/NNG;수출/NNG;호조/NNG"
3168,2011-03-10,물가는 상황이 매우 어려워졌음 소비자물가상승률이 국제유가 상승과 한파,물가/NNG;상승률/NNG;국제/NNG;유가/NNG;상승/NNG
3169,2011-03-10," ,  구제역 등의 영향으로 월 연속 물가안정목표의 상한을 넘어섰음 근원인플레1, 2 ",물가/NNG;안정/NNG;목표/NNG;상한/NNG;넘/VV
3170,2011-03-10,  이션도 년 월 이후 처음으로 대를 나타내었고 기대인플레이션 또한 높은2009 8 3%  수준을 지속하고 있음 물가는 앞으로도 경기상승에 따른 수요압력과 인플레이션,"기대/NNG;인플레이션/NNG;높/VA,물가/NNG;경기/NNG;상승/NNG,수요/NNG;압력/NNG"
3171,2011-03-10,  기대심리 증대 등으로 높은 오름세를 지속할 것으로 보임 특히 최근 확산 움직,기대/NNG;증대/NNG;높/VA
3172,2011-03-10,  임을 보이고 있는 일반의 인플레이션 기대심리를 적절히 차단하지 못할 경우 공  급충격의 차 효과가 본격화되면서 물가상승률이 예상보다 크게 높아지거나 고물2  가 현상이 오래 지속될 가능성을 우려하지 않을 수 없음 부동산시장에서는 정부,"우려/NNG;않/VX;없/VA,공급/NNG;충격/NNG"
3173,2011-03-10,"  의 안정 노력에도 불구하고 전세가격의 상승세가 이어지고 있는 가운데 매매가격  도 신규 입주물량 감소 전세수요의 매매수요 전환 등으로 수도권과 지방 모두,  오름세가 확대되었음 또한 월중 주택거래량은 예년 수준을 상회하였고 월중",전세가격/NNG;상승/NNG
3174,2011-03-10, 1 2  주택담보대출의 증가폭은 전월에 비해 확대되었음,주택담보대출/NNG;증가/NNG
3175,2011-03-10,"금융시장에서는 최근 장기시장금리가 물가오름세 확대 등으로 상승하였고 단,  기시장금리도 기준금리 인상기대를 반영하여 오름세를 지속하였음 주가는 월","물가/NNG;오름/NNG;확대/NNG,금리/NNG;인상/NNG"
3176,2011-03-10, 2  중에는 외국인 주식투자자금이 순유출로 돌아서면서 일시 조정을 받았지만 월3  들어서는 국내경기지표 호전 등에 힘입어서 다시 반등하는 모습임,경기/NNG;지표/NNG;호전/NNG
3177,2011-03-10,다른 일부 위원은 다음과 같은 점을 종합적으로 고려할 때 이번 달에는 기준  금리를 현재보다 높은 로 올려 운용할 것을 제안하였음25bp 3,금리/NNG;높/VA
3178,2011-03-10,"0%  지난달에 이어 대의 높은 물가상승세가 지속되면서 물가불안이 심화되고4%  있으며 중동 및 북아프리카 지역의 정정불안에 따른 유가상승의 충격도 확대될,  조짐을 보이고 있음 이를 염두에 두면서 우선 현재의 경제상황을 살펴보겠음","높/VA;물가/NNG;상승/NNG,유가상승/NNG;충격/NNG,물가/NNG;불안/NNG"
3179,2011-03-10,먼저 세계경제는 신흥시장국 경제가 계속 호조를 나타내고 선진국 경제도 회  복세를 이어가고 있음 그러나 국제원자재가격의 변동성 확대 글로벌 인플레이션,"국제/NNG;원자재/NNG;가격/NNG;변동성/NNG;확대/NNG,선진국/NNG;경제/NNG;회복/NNG"
3180,2011-03-10," ,  확산이 가져올 수 있는 경기둔화 가능성 중국의 물가안정 노력 강화 등 하방리,  스크 요인도 전월에 비해 다소 확대되고 있음 국내경기는 상승세를 지속하고 있","물가/NNG;안정/NNG;노력/NNG;강화/NNG,경기/NNG;둔화/NNG,경기/NNG;상승/NNG"
3181,2011-03-10,  음 월중 수출이 활기를 지속하고 소비 및 투자가 늘어나면서 제조업 및 서비스,소비/NNG;투자/NNG;늘/VV
3183,2011-03-10," 1, 2  더라도 소비 수출 등 지출측면의 지표뿐만 아니라 생산측면 지표도 모두 호조를  나타낸 것으로 보임 향후 국내경기는 수출호조 및 내수회복으로 경기상승세가","수출/NNG;호조/NNG;내수/NNG;회복/NNG,회복/NNG;경기/NNG;상승/NNG"
3184,2011-03-10,  지속될 것으로 보임 물론 국제유가의 상승세가 하방리스크 요인이기는 하나 중,"국제/NNG;유가/NNG;상승/NNG,하방/NNG;위험/NNG"
3185,2011-03-10," ,    - 14 -  동 및 북아프리카 정정불안이 크게 확산되어 국제유가가 급속하게 오르는 상황이  아니라면 국내경기의 상승세가 둔화될 가능성은 크지 않다고 판단됨",경기/NNG;상승/NNG;둔화/NNG
3188,2011-03-10,5%  아졌음 석유류 및 농축수산물 가격의 상승률이 높아지고 개인서비스 요금도 상,가격/NNG;상승률/NNG;높/VA
3189,2011-03-10,  승폭이 확대되었음 생산자물가도 월 에 이어 월에는 로 상승률이 높,상승률/NNG;높/VA
3194,2011-03-10,  비자물가는 경기상승세 지속 및 국제원자재가격 상승 등으로 수급 양면에서 상승  압력이 지속되면서 연간 소비자물가상승률이 중기물가안정목표 상한선인 를4%  상회할 가능성이 높음 이미 이상의 높은 물가상승률이 개월 이상 지속되고,"국제/NNG;원자재/NNG;가격/NNG;상승/NNG,물가/NNG;경기/NNG;상승/NNG,물가/NNG;안정/NNG"
3196,2011-03-10,  것으로 전망됨 높은 기대인플레이션이 임금인상폭 확대로 이어지면서 조만간 공,"인플레이션/NNG;임금/NNG;인상/NNG,인상/NNG;확대/NNG"
3197,2011-03-10,"  급충격의 차 효과가 본격화될 수도 있으며 설령 공급충격이 완화된다고 하더라2 ,  도 수요압력과 기대인플레이션 상승으로 인해 하반기에도 높은 물가오름세가 지  속될 것으로 예상됨","기대/NNG;인플레이션/NNG;상승/NNG,공급/NNG;충격/NNG;완화/NNG,수요/NNG;압력/NNG"
3198,2011-03-10,이러한 상황을 감안할 때 이번 달에는 반드시 금리를 인상해야 한다고 판단  됨 이미 통화정책대응의 타이밍이 늦어진 상황에서 한두 번의 베이비스텝,금리/NNG;인상/NNG
3199,2011-03-10," (baby  금리인상으로 물가상승 압력을 제어할 수는 없을지도 모르지만 그렇다고step) ,  높은 물가상승률의 지속이 예상되는 현 상황에서 금리인상을 미루는 것은 매우  위험한 정책선택임 이는 높은 물가상승 기대심리가 고착되면 더 큰 비용과 고통","금리/NNG;인상/NNG;물가/NNG;상승/NNG;압력/NNG,금리/NNG;인상/NNG;미루/VV,높/VA;물가/NNG;상승/NNG,매우/MAG;위험/NNG"
3200,2011-03-10,  이 따를 것이기 때문임 가계부채의 증가 자산가격의 상승 등 경제불균형 심화에,"가계/NNG;부채/NNG;증가/NNG,자산/NNG;가격/NNG;상승/NNG"
3201,2011-03-10," ,  따른 위험도 한층 확대될 것임 아울러 지금 물가불안에 적극적으로 대응하지 않",물가/NNG;불안/NNG
3202,2011-03-10,  으면 후에는 더 강력한 통화긴축이 불가피해지고 그에 따른 부작용이 작지 않다  는 점도 유의하여야 함 통화정책 정상화가 뒤처지면 또 다른 문제가 야기됨 아,"강력/NNG;통화/NNG;긴축/NNG,부작용/NNG;작/VA;않/VX"
3205,2011-03-10,"  물가상승의 차 효과를 차단하고 인플레이션 기대가 안정된 수준에 앵커링2  즉 정착되도록 경제여건이 조금이라도 나은 지금 단호하게 그리고 꾸(anchoring),  준히 금리정상화를 추진해 나아가야 함 더욱 중요한 것은 금리인상이라는 신호","인플레이션/NNG;기대/NNG;안정/NNG,물가/NNG;상승/NNG,금리/NNG;인상/NNG"
3206,2011-03-10,  를 통해 통화정책기조가 물가안정 추구임을 경제 주체들에게 확실하게 전달하여  정책의 불확실성을 해소해야 한다는 점임 이번에도 통화정책이 경기와 물가 사,"정책/NNG;불확실성/NNG;해소/NNG,물가/NNG;안정/NNG"
3207,2011-03-10,  이에서 방향을 잡지 못할 경우 경제주체들의 의사결정을 둘러싼 불확실성이 증폭  될 것임 그리고 그에 따른 사회 경제적 비용이 자칫 물가불안이나 경기 하강위,"불안/NNG;경기/NNG;하락/NNG,불확실성/NNG;증폭/NNG,물가/NNG;불안/NNG"
3216,2011-03-10,  세계경제를 보면 신흥시장국 경제가 계속 호조를 나타내고 선진국 경제도□ 회복세를 이어가고 있다 앞으로 세계경제는 북아프리카 중동지역의 정정,선진국/NNG;경제/NNG;회복/NNG
3217,2011-03-10," •  불안 유가를 비롯한 국제원자재가격 상승 일부 유럽국가의 재정문제 등, ,  의 하방위험 요인이 있으나 회복세를 지속할 것으로 전망된다",국제/NNG;원자재/NNG;가격/NNG;상승/NNG
3218,2011-03-10,국내경기는 수출이 높은 신장세를 지속하고 내수가 꾸준히 증가하는 등□ 상승기조를 유지하고 있다 고용사정도 민간부문을 중심으로 개선추세를,"수출/NNG;높/VA;신장/NNG,개선/NNG;추세/NNG"
3221,2011-03-10,"- 16 -  소비자물가 상승률은 석유류 농축수산물 및 개인서비스 가격 상승 등으로,□ 지난달 수준으로 높아졌다 앞으로 경기상승으로 인한 수요압력 증4","물가/NNG;상승률/NNG;농축수산물/NNG;가격/NNG;상승/NNG,높/VA;경기/NNG;상승/NNG,수요/NNG;압력/NNG"
3223,2011-03-10,"  대 국제원자재가격 불안 인플레이션 기대심리 증대 등으로 높은 물가오, ,  름세가 지속될 가능성이 있다 주택매매가격은 수도권에서 상승 움직임이","불안/NNG;인플레이션/NNG;기대/NNG;증대/NNG;높/VA,국제/NNG;원자재/NNG;가격/NNG;불안/NNG,주택가격/NNG;상승/NNG"
3225,2011-03-10,"금융시장에서는 해외위험요인 물가오름세 확대 등의 영향으로 주가와 장,□ 기시장금리의 변동성이 증대되었다 주택담보대출은 전월보다 증가폭이 다","물가/NNG;오름/NNG;확대/NNG,주택담보대출/NNG;증가/NNG,변동성/NNG;증대/NNG"
3227,2011-03-10,앞으로 통화정책은 국내외 금융경제상황을 종합적으로 고려하면서 우리□ 경제가 견조한 성장을 지속하는 가운데 물가안정기조가 확고히 유지되도  록 하는데 중점을 두고 운용할 것이다,"경제/NNG;견조/NNG;성장/NNG,물가/NNG;안정/NNG"
3230,2011-03-10,"- 17 -  심의결과( )２  심의위원회에 회부  심의위원회는 김대식 최도성 강명헌 이주열 임승태 위원 인으로 구( 5• • • •  성되었으며 주관위원으로 김대식 위원이 선정됨, )  의안 제 호15〈 ― ｢한국은행의 금융기관에 대한 여수신이율｣ 개정안( )〉  담당 부총재보가 한국은행 기준금리 상향조정과 병행하여 총액한도대출( )１ 금리를 인상하고자 한다는 내용의 제안설명을 하였음0","총액/NNG;한도/NNG;대출/NNG;금리/NNG;인상/NNG,금리/NNG;상향/NNG"
3238,2011-03-10,일본은 월중 광공업생산 및 소매판매가 증가하였음1  유로지역은 지난해 분기중 성장률이 전기대비 연율를 기록하4/4 GDP 1,소매/NNG;판매가격/NNG;증가/NNG
3239,2011-03-10,"1%( )  고 월중 소매판매가 증가하였음1  중국은 생산 소비 투자 및 수출 모두 활기를 지속하였음, ,  나 국제유가 및 기타원자재가격",소매/NNG;판매가격/NNG;증가/NNG
3247,2011-03-10,  행지표인 국내기계수주는 감소로 반전 월 월 하였음(12 29,수주/NNG;감소/NNG
3252,2011-03-10,"3%)  제조업 생산은 자동차 기계장비 및 반도체 부품 등을 중심으로 증가, ·  하였으며 전년동월대비로는 높은 증가세를 지속 월 월(4",높/VA;증가/NNG
3258,2011-03-10,1 )    - 19 -  고출하비율은 재고 감소 및 출하 증가로 통계 편제 월 이후 최저 수준(1985,재고/NNG;감소/NNG
3269,2011-03-10,6%  월보다 상승하였음 분기중 명목임금은 상승하였음0,명목/NNG;임금/NNG;상승/NNG
3275,2011-03-10,9)→ 였음 경기선행지수전년동월비는 전월중 하락을 멈춘 데 이어 월중 상승,하락/NNG;멈추/VV
3294,2011-03-10,"  월중 글로벌 주가는 선진국의 경우 주요 기업의 실적 호조 미 연준의 금2 ,  년 경제성장률 전망 상향조정 등으로 상승한 반면 신흥시장국은 인플레이션 우려  에 따른 정책금리 인상 전망 중동 북아프리카지역의 지정학적 리스크 증가 등으, ·  로 하락하였음","경제/NNG;성장률/NNG;전망/NNG;상향/NNG,신흥국/NNG;인플레이션/NNG;우려/NNG,지정학/NNG;위험/NNG;증가/NNG,기업/NNG;실적/NNG;호조/NNG,전망/NNG;상향/NNG;상승/NNG,금리/NNG;인상/NNG"
3296,2011-03-10,미국 장기금리국채 년물는 경기회복세 강화 등으로 큰 폭 상승하였다( 10 )  가 리비아 사태 등으로 상승폭이 축소되었음 독일 장기금리는 포르투갈 구제금,경기/NNG;회복/NNG;강화/NNG
3297,2011-03-10,  융 우려와 인플레이션 우려가 교차하면서 대체로 전월말 수준을 유지하였음,우려/NNG;인플레이션/NNG;우려/NNG
3299,2011-03-10,1% ECB  리 조기인상 기대 등으로 소폭 절상되었음 엔화는 미 일간 금리격차 확대로 절,미/NNG;금리갭/NNG;확대/NNG
3302,2011-03-10,  월중 경상거래는 무역거래 흑자가 확대되고 무역외거래 적자가 축소됨에2  따라 흑자로 전환되었음,"흑자/NNG;확대/NNG,적자/NNG;축소/NNG,흑자/NNG;전환/NNG"
3309,2011-03-10," 중동·  북아프리카지역 지정학적 리스크 외국인의 주식매도 등 환율 상승요인이 우세하였음,  원엔 환율 엔당은 전월말에 비해 원 상승한 원을 기록하였음/ (100 ) 13","외국인/NNG;주식/NNG;매도/NNG;환율/NNG;상승/NNG,지정학/NNG;위험/NNG"
3311,2011-03-10,"2  스왑레이트 개월물 월평균 기준 및 통화스왑 금리 년물는 전월중(3 , ) (CRS) (3 )  상승세 지속에 따른 기저효과 외화채권 발행 기업의 환헤지용 외화자금 공급 등,  으로 각각 상승하였음",crs/NNG;상승/NNG
3315,2011-03-10,한편 국내은행의 거주자외화예금은 증가한 반면 외화대출은 감소하였음,"거주자/NNG;외화예금/NNG;증가/NNG,외화대출/NNG;감소/NNG"
3319,2011-03-10,  월 들어 국고채 년금리는 인플레이션 우려 등으로 가파른 오름세를2 (3 ) 지속  하여 일까지 상승하였으나 이후 저가매수세 유입 북아프리카 중동사4,금리/NNG;인플레이션/NNG;우려/NNG
3321,2011-03-10,"7 ) , •  태에 따른 경기 불확실성 증대 외국인의 국채선물 순매수 등으로 하락하였음, ","외국인/NNG;국채선물/NNG;순매수/NNG;하락/NNG,경기/NNG;불확실성/NNG;증대/NNG"
3322,2011-03-10," 3  월 들어서는 물가상승세 확대 및 기준금리 인상기대 강화 미국채금리 상승 등의,  영향으로 반등하였음","물가/NNG;상승/NNG;확대/NNG;금리/NNG;인상/NNG,금리/NNG;인상/NNG;기대/NNG;금리/NNG;상승/NNG,금리/NNG;상승/NNG;영향/NNG;상승/NNG"
3323,2011-03-10,신용채권 년금리도 국고채와 비슷한 움직임을 보였으며(3 ) 신용채「 권 － 국고채 금리스프레드는 축소세가 주춤」  월중 외국인은 국내채권 순매수 규모를 확대하였음2 ,국고채/NNG;금리/NNG;스프레드/NNG;축소/NNG
3324,2011-03-10, 원화강세 전망 및 재  정거래유인 확대 등으로 국고채 및 통안증권 모두 순매수 규모를 확대하였으나  보유잔액 기준으로는 태국계 만기도래 자금의 큰 폭 유출 등으로 소폭 증가에 그  쳤음,원화/NNG;강세/NNG
3326,2011-03-10,월중 단기시장금리는 당행 기준금리 인상기대 및 부진 지속에 따른2 MMF  매수세 감소에 주로 기인하여 월 중순 이후의 상승세를 지속하였음1  특히 은행채 개월(3 )금리가 빠르게 올라 월말경 이후2 CD 일(91 )금리를 큰  폭 상회하였음,"금리/NNG;인상/NNG,기대/NNG;부진/NNG"
3327,2011-03-10,월중 은행 여신금리2 신규취급액 기준( )는 CD 일(91 )금리 등 시장금리 상승  의 영향으로 소폭 올라 지난해 월 이후의 상승세를 지속한 것으로 추정됨 대12 ,"cd/NNG;금리/NNG;시장/NNG;금리/NNG;상승/NNG,소폭/MAG;오르/VV;상승/NNG"
3328,2011-03-10,  기업대출금리 및 중소기업대출금리 모두 은행의 우량기업에 대한 대출확대 노력  등으로 시장금리에 비해 소폭 상승하였음,대출/NNG;확대/NNG
3329,2011-03-10,주택담보대출금리도 잔액기준 하락 및 금리수준이 상대적으로 낮은COFIX  동 연동대출 취급비중 확대 등으로 소폭 상승에 그쳤음 금년 들어 대출금리가,소폭/MAG;상승/NNG;그치/VV
3330,2011-03-10,  상대적으로 낮고 금리상승기에 더디게 상승하는 잔액기준 연동대출 선호가COFIX  뚜렷해지는 모습을 나타냄    - 22 -  은행 수신금리신규취급액 기준( )도 지난해 월 이후의 상승세를 지속한11  것으로 추정됨 이는 은행들이 시장금리 오름세 등을 반영하여 월초에 정기예금,"대출/NNG;선호/NNG,더디/VA;상승/NNG"
3335,2011-03-10,  월 들어 코스피는 중국의 금리인상2 일(2,금리/NNG;인상/NNG
3336,2011-03-10,"8 ) 및 추가 긴축 우려 북아프리,  카 중동지역 소요사태에 따른 국제유가 불안 등의 영향으로 크게 하락하였다가•  월 들어서는 저가매수자금 유입 연준의 긍정적 경기전망 국내 경기지표 개3 , ,美  선 등으로 반등하였음","국제/NNG;유가/NNG;불안/NNG,긴축/NNG;우려/NNG"
3337,2011-03-10,주요 선진국 주가는 경기 및 기업실적 개선기대 등에 힘입어 상승세를 지  속하다가 월하순 들어 국제유가 상승 등으로 하락하였음,"경기/NNG;기업/NNG;실적/NNG;개선/NNG,국제/NNG;유가/NNG;상승/NNG;하락/NNG,기대/NNG;힘입/VV;상승/NNG"
3338,2011-03-10,"신흥시장국 주가는 물  가상승세 확대에 따른 긴축우려 등으로 한국 대만을 중심으로 월중 하락세를 지,  속함",긴축/NNG;우려/NNG
3348,2011-03-10,"대기업대출은 운전  자금을 중심으로 전월과 크게 작지 않은 규모로 증가하였으나 중소기업대출은 일  부은행의 대출확대 노력(신보 특별출연 및 보증료 지원 등에도 불구하고 계절요)  인(전년말 일시상환분 재취급 부가가치세 납부 및 설 자금 수요, 소멸 우량 중소) ,  기업 자금수요 저조 등으로 전월에 비해 증가규모가 크게 축소되었음","은행/NNG;대출/NNG;확대/NNG,자금/NNG;수요/NNG;저조/NNG"
3353,2011-03-10,  월중 은행의 가계대출은 주택담보대출 증가규모가 늘면서 증가로 전환되2  었음 주택담보대출,은행/NNG;가계/NNG;대출/NNG;주택담보대출/NNG;증가/NNG
3354,2011-03-10," 모기지론양도 포함( )은 설연휴 이후 입주 및 이사 수요 증APT  가 은행의 대출확대 노력 강화 등으로 증가규모가 확대되었으며 제 금융권 주택, 2  담보대출은 증가규모가 전월보다 소폭 축소되었음","은행/NNG;대출/NNG;확대/NNG,담보대출/NNG;증가/NNG"
3358,2011-03-10,"반면 는 금리경쟁력 약화 및 국고자금 유출 등으로 채권형펀드 및MMF ,  증권사 는 금리상승 우려 등으로 감소를 기록하였음RP  한편 저축은행 수신은 예금금리 인상에도 불구하고 개 저축은행 영업정7  지의 영향으로 전월에 이어 큰 폭 감소하였음 다만 월하순 들어서는 예금인출사","금리/NNG;경쟁력/NNG;약화/NNG,금리/NNG;상승/NNG;우려/NNG,우려/NNG;감소/NNG,금리/NNG;인상/NNG"
3360,2011-03-10,증권사 랩어카운트는 를 중심으로 견조한 증가세를 지속하였음MMW  나 통화,견조/NNG;증가/NNG
3362,2011-03-10," , ,  자 및 저축은행 대출 부진 등으로 가 소폭 증가에 그친 데 기인함M2  증가율도 전월보다 낮은 대 후반으로 추정되는데 이는 증가규M1 11% M1  모가 정부 국고여유자금의 적극적 운용이 시작되었던 전년동월에 비해 줄어든 데  주로 기인함","소폭/MAG;증가/NNG;그치/VV,대출/NNG;부진/NNG"
3364,2011-03-10,  월중 기업자금사정은 경기상승세 지속 등으로 부도업체수가 사상최저치2  를 경신하는 등 전반적으로 무난한 모습을 보임 그러나 은행 중소기업대출 연체,경기/NNG;상승/NNG
3368,2011-02-11,"또한 동 위원은 환율 하락이 국내 수출 대기업의 경쟁력에 미치는 영향에 대  해 물어보았으며,  이에 대해 관련부서에서는 환율보다 해외수요가 수출에 더 큰 영향을 미치고  있으며 그간 우리 기업들의 대외경쟁력이 높아짐에 따라 환율이 기업채산성에,  미치는 부정적 영향도 과거보다 줄어든 것으로 보인다고 답변하였음",부정적/VAX;영향/NNG;줄/VV
3370,2011-02-11,"다른 일부 위원은 선제적인 금리인상은 환율하락 및 물가안정에 기여할 것으  로 기대되지만 물가 수준이 높아진 상황에서의 뒤늦은 금리인상은 증권투자자금  유출 환율 상승 수입물가 상승 물가오름세 확대 등의 악순환을 초래하여 성장, , ,  모멘텀의 상실 내지 성장둔화로 이어질 가능성이 크다고 지적하면서 통화정책 결  정의 타이밍이 매우 중요하다는 견해를 밝혔음","금리/NNG;인상/NNG;환율/NNG;하락/NNG,선제/NNG;금리/NNG;인상/NNG,하락/NNG;물가/NNG;안정/NNG,유출/NNG;환율/NNG;상승/NNG,수입/NNG;물가/NNG;상승/NNG,물가/NNG;오름/NNG;확대/NNG,뒤늦/VA;금리/NNG;인상/NNG,성장/NNG;모멘텀/NNG,성장/NNG;둔화/NNG,물가/NNG;높/VA"
3371,2011-02-11,또 다른 일부 위원은 최근 국제 증권투자자금이 신흥시장국에서 미국 등 선  진국으로 이동하고 있는 것은 미국경제의 펀더멘틀 개선이나 이집트 사태에 따른  안전자산 선호현상에 기인하는 것으로 보는 것 보다는 중국의 긴축정책과 미국의  양적완화정책의 영향이 더 큰 것으로 보인다는 견해를 밝혔음,"경제/NNG;펀더멘털/NNG;개선/NNG,안전자산/NNG;선호/NNG"
3375,2011-02-11,또한 동 위원은 최근 유동성이 높은 이 나 에 비해 빠르게 증가하고M1 M2 Lf  있어 투기적인 자산수요로 이어질 가능성에 유의하여야 한다는 의견을 표명하였음,유동성/NNG;높/VA
3376,2011-02-11,"- 5 -  다른 위원은 삼화저축은행에 이어 일부 저축은행이 추가적으로 영업정지를  받을 경우 주고객층이 서민이나 노령층인 점 예금회수까지 오랜 시일이 걸리는,  점 등으로 인해 저축은행 예금인출사태가 확산될 가능성이 없는지 물어보았으며,  이에 대해 관련부서에서는 저축은행의 총 자산규모가 우리나라 전체 금융회  사에서 차지하는 비중이 매우 작은 점 타 금융기관으로부터의 차입금도 아주 미,  미한 수준인 점 등을 감안할 때 일부 저축은행이 추가로 영업정지 되더라도 시스  템 리스크까지 확산될 것으로는 보이지 않는다고 답변하였음",시스템/NNG;위험/NNG;확산/NNG
3377,2011-02-11,"또 다른 일부 위원은 기준금리 인상시 국고채 금리와 기준금리간 스프레드  확대 가능성에 대해 물어보았으며,  이에 대해 관련부서에서는 금리인상에 대한 시장기대가 현재의 시장금리에  상당 부분 선반영되어 있어 기준금리를 인상하더라도 시장금리의 추가 인상폭은  제한적일 것으로 생각한다고 답변하였음","국고채/NNG;금리/NNG;스프레드/NNG;확대/NNG,인상/NNG;제한적/VAX,금리/NNG;인상/NNG"
3380,2011-02-11,"다른 일부 위원은 금융완화기조가 장기간 지속되는 가운데 최근 글로벌 인플  레이션 선진국 경기의 회복세 전환 기대 등으로 위험선호성향이 확대되면서 회,  사채와 국고채간 금리 스프레드 축소 고객예탁금 및 신용거래융자 잔액 급증 증, ,  권사 랩어카운트로의 자금 유입 은행의 주식투자 및 저신용 대기업에 대한 대출,  확대 신용카드대출 증가 등 거시건전성 위험요인이 커지고 있으므로 금융시장동,  향을 보다 면밀히 점검할 필요가 있다는 의견을 제시하였음","금리/NNG;스프레드/NNG;축소/NNG,선진국/NNG;경기/NNG;회복/NNG,기대/NNG;위험/NNG;선호/NNG,회복/NNG;전환/NNG,대출/NNG;확대/NNG,대출/NNG;증가/NNG"
3382,2011-01-13,"일부 위원은 최근 외국인 채권투자자·｢ ｣ 금의 순유출로 외환수급사정이 악화되었음에도 불구하고 국내은행의 외화유  동성 사정이 개선되고 스왑레이트가 상승한 이유에 대해 물어보았으며,  이에 대해 관련부서에서는 실물부문에서의 외화자금 수요가 감소함에 따  라 외국환은행들이 외채를 상환하는 움직임을 보인 데다 우리나라를 중심으,  로 한 신흥시장국으로의 자본유입 지속 기대 등이 반영된 것으로 판단된다  고 답변하였음","스왑레이트/NNG;상승/NNG,수요/NNG;감소/NNG"
